4.4,27.777419,5.56129,-6.222755,-6.222755
2.9,28.316667,5.964667,-6.222755,-6.222755
9.7,29.180645,5.914516,-6.222755,-6.153118
82,28.473333,4.918333,-6.153118,-3.411714
243.2,27.216129,3.799355,-3.411714,-6.887287
522.2,26.812903,3.605484,-6.887287,-7.405333
379.8,26.582759,3.345172,-7.405333,-7.638022
308,26.964516,3.73871,-7.638022,-7.854085
175.9,27.38,3.795667,-7.854085,-8.000118
138.6,27.883871,3.800645,-8.000118,-8.164974
41,28.19,4.199,-8.164974,-7.528356
36,28.280645,4.886452,-7.528356,-7.885528
35.5,28.493548,5.242903,-7.885528,-7.314715
96,28.403333,5.327,-7.314715,-7.145607
139.6,27.890323,4.694516,-7.145607,-7.634019
237,27.563333,4.234,-7.634019,-7.94355
410.6,26.303226,3.279355,-7.94355,-7.64253
407.8,25.912903,2.835161,-7.64253,-7.384645
481.9,25.675,2.891071,-7.384645,-6.334342
238.6,26.454839,3.630645,-6.334342,-6.169714
116.5,27.05,4.079,-6.169714,-6.317979
166.6,27.903226,4.151613,-6.317979,-6.520935
123,27.156667,3.636,-6.520935,-6.7852
11.5,28.174194,4.753871,-6.7852,-6.70587
54.9,28.451613,5.11,-6.70587,-5.741582
54.3,28.326667,5.047,-5.741582,-5.230629
95.3,28.151613,5.056129,-5.230629,-5.356289
351,26.66,3.497,-5.356289,-5.222432
506.2,26.535484,3.583226,-5.222432,-4.937895
304.4,26.180645,3.671613,-4.937895,-4.435294
322,26.289286,3.502857,-4.435294,-3.830909
371.9,26.63871,3.807097,-3.830909,-5.310824
180.4,27.09,3.927667,-5.310824,-6.137198
189.5,27.274194,3.624516,-6.137198,-6.733862
180.9,26.693333,3.568667,-6.733862,-5.206907
71.1,27.203226,4.264516,-5.206907,-5.206907
53.8,27.809677,4.872581,-5.206907,-6.518935
86,27.976667,4.982333,-6.518935,-6.553382
341.3,26.53871,3.892903,-6.553382,-4.807855
391,26.506667,3.675667,-4.807855,-6.733862
312.9,26.4,3.67871,-6.733862,-6.105388
338,26.141935,3.755161,-6.105388,-6.139946
392.6,25.914286,3.225357,-6.139946,-2.872
323.7,26.503226,3.968387,-2.872,-3
269.8,27.026667,4.076667,-3,-2.81
66.1,27.903226,4.41,-2.81,-6.481948
39.1,28.29,4.473667,-6.481948,-6.222755
25.1,28.141935,4.855484,-6.222755,-6.518935
1.7,28.467742,5.615484,-6.518935,-6.222755
7.1,28.983333,6.294333,-6.222755,-6.222755
40.7,29.709677,5.98129,-6.222755,-6.518935
126.2,28.51,4.873,-6.518935,-6.306018
136.1,28.109677,4.653871,-6.306018,-7.112349
325.4,27.1,3.783226,-7.112349,-6.588506
305.7,27.151724,3.953793,-6.588506,-6.588506
307.7,27.309677,4.03,-6.588506,-6.245814
244.6,27.91,4.082,-6.245814,-6.306018
26.2,29.4,4.731613,-6.306018,-6.518935
63.9,28.486667,4.332333,-6.518935,-6.553382
36.6,28.235484,4.860323,-6.553382,-6.222755
14.5,28.622581,5.442581,-6.222755,-6.222755
