4.4,27.322581,5.509677,-66.96263,-66.96263
2.9,27.863333,5.910333,-66.96263,-66.713547
9.7,28.716129,5.86129,-66.713547,-66.606638
82,28.003333,4.874,-66.606638,-66.606638
243.2,26.754839,3.765161,-66.606638,-65.640517
522.2,26.364516,3.569677,-65.640517,-64.79739
379.8,26.117241,3.311379,-64.79739,-65.01009
308,26.509677,3.704194,-65.01009,-65.01009
175.9,26.923333,3.760667,-65.01009,-65.638811
138.6,27.43871,3.765161,-65.638811,-66.973971
41,27.72,4.16,-66.973971,-66.606638
36,27.816129,4.842581,-66.606638,-66.606638
35.5,28.019355,5.194839,-66.606638,-66.606638
96,27.943333,5.28,-66.606638,-65.490704
139.6,27.441935,4.650968,-65.490704,-66.96263
237,27.1,4.195,-66.96263,-64.80484
410.6,25.851613,3.247742,-64.80484,-65.01009
407.8,25.451613,2.806452,-65.01009,-64.79739
481.9,25.235714,2.858929,-64.79739,-64.79739
238.6,25.993548,3.596129,-64.79739,-66.496045
116.5,26.59,4.039,-66.496045,-66.786474
166.6,27.43871,4.112581,-66.786474,-66.606638
123,26.693333,3.601,-66.606638,-66.496045
11.5,27.719355,4.710323,-66.496045,-66.606638
54.9,27.974194,5.064516,-66.606638,-66.596465
54.3,27.863333,5.003,-66.596465,-61.559286
95.3,27.696774,5.01129,-61.559286,-66.973971
351,26.186667,3.467333,-66.973971,-63.201333
506.2,26.077419,3.550323,-63.201333,-65.14375
304.4,25.716129,3.634839,-65.14375,-66.693833
322,25.835714,3.467857,-66.693833,-67.379714
371.9,26.190323,3.771935,-67.379714,-66.990769
180.4,26.636667,3.891,-66.990769,-67.426
189.5,26.809677,3.589032,-67.426,-67.771818
180.9,26.243333,3.536,-67.771818,-67.625417
71.1,26.745161,4.223226,-67.625417,-66.596465
53.8,27.341935,4.826774,-66.596465,-66.606638
86,27.52,4.937333,-66.606638,-66.606638
341.3,26.077419,3.858387,-66.606638,-67.1975
391,26.046667,3.642333,-67.1975,-66.429667
312.9,25.941935,3.643548,-66.429667,-66.3625
338,25.670968,3.717097,-66.3625,-66.38
392.6,25.446429,3.189643,-66.38,-66.17
323.7,26.045161,3.93129,-66.17,-65.884286
269.8,26.566667,4.038333,-65.884286,-65.845455
66.1,27.441935,4.369677,-65.845455,-65.78875
39.1,27.826667,4.432,-65.78875,-66.606638
25.1,27.674194,4.811613,-66.606638,-66.606638
1.7,28.016129,5.563226,-66.606638,-66.606638
7.1,28.526667,6.239333,-66.606638,-66.606638
40.7,29.241935,5.927419,-66.606638,-66.606638
126.2,28.046667,4.829333,-66.606638,-65.974233
136.1,27.648387,4.612581,-65.974233,-66.96263
325.4,26.645161,3.749355,-66.96263,-65.907967
305.7,26.686207,3.917241,-65.907967,-65.907967
307.7,26.851613,3.990323,-65.907967,-64.947324
244.6,27.44,4.045333,-64.947324,-65.01009
26.2,28.932258,4.688065,-65.01009,-66.96263
63.9,28.03,4.293,-66.96263,-66.96263
36.6,27.770968,4.816452,-66.96263,-66.96263
14.5,28.148387,5.394516,-66.96263,-66.713547
