4.5,28.041935,5.67,-36.857997,-36.857997
5.4,28.56,6.089667,-36.857997,-36.822729
10.9,29.403226,6.024839,-36.822729,-36.857997
70,28.81,5.092333,-36.857997,-38.309249
218.2,27.416129,3.97871,-38.309249,-36.553827
451.1,26.909677,3.755484,-36.553827,-37.317477
292.2,26.637931,3.478276,-37.317477,-36.680622
250,26.970968,3.838387,-36.680622,-36.967869
112.9,27.373333,3.867333,-36.967869,-37.143485
121.8,27.916129,3.882258,-37.143485,-37.313547
29,28.293333,4.327667,-37.313547,-33.564171
38.6,28.5,5.019355,-33.564171,-34.339828
36.4,28.66129,5.382258,-34.339828,-34.920581
74.8,28.646667,5.401,-34.920581,-35.28023
148.4,28.106452,4.791935,-35.28023,-37.380279
157.6,27.69,4.343,-37.380279,-35.583188
331.7,26.325806,3.36871,-35.583188,-35.736601
292.4,25.912903,2.925806,-35.736601,-35.777158
364,25.8,3.068929,-35.777158,-35.623158
157,26.483871,3.73871,-35.623158,-36.12
84.2,27.153333,4.233667,-36.12,-36.457895
153.2,28.029032,4.275161,-36.457895,-36.368571
111.9,27.23,3.73,-36.368571,-36.680937
9.9,28.46129,4.966774,-36.680937,-36.55541
64.2,28.719355,5.220968,-36.55541,-36.688615
59.2,28.603333,5.144333,-36.688615,-37.037
121.2,28.364516,5.082581,-37.037,-37.248077
246.4,26.606667,3.610667,-37.248077,-37.302687
302.2,26.5,3.675806,-37.302687,-37.432245
241.8,26.2,3.783871,-37.432245,-37.436471
236.4,26.332143,3.62,-37.436471,-37.442712
248.5,26.580645,3.892903,-37.442712,-37.488235
118.1,27.053333,4.059667,-37.488235,-37.48
173.1,27.154839,3.679677,-37.48,-37.532335
182.7,26.613333,3.653333,-37.532335,-38.028828
74.2,27.477419,4.469355,-38.028828,-38.028828
45.7,28.13871,5.042581,-38.028828,-38.309249
76.1,28.333333,5.157667,-38.309249,-38.378065
202.5,26.570968,3.96129,-38.378065,-38.581359
353.6,26.463333,3.735,-38.581359,-38.640811
215.8,26.422581,3.820645,-38.640811,-38.767463
214,26.122581,3.847097,-38.767463,-38.82531
302.2,25.971429,3.3375,-38.82531,-39.003478
295.7,26.429032,4.051613,-39.003478,-39.235619
178,26.933333,4.169333,-39.235619,-39.180652
66.1,27.858065,4.44,-39.180652,-39.174118
47.5,28.376667,4.558667,-39.174118,-39.523158
18.5,28.322581,4.866129,-39.523158,-39.550323
1.8,28.506452,5.714516,-39.550323,-39.726667
14,28.98,6.245667,-39.726667,-37.45698
25.3,29.845161,6.087419,-37.45698,-38.309249
110.9,28.493333,4.931667,-38.309249,-37.361165
111.1,28.093548,4.687097,-37.361165,-36.825924
274.1,27.019355,3.833548,-36.825924,-37.317477
247.6,27.210345,4.062069,-37.317477,-37.317477
217.4,27.43871,4.169032,-37.317477,-37.021191
194.5,28.046667,4.232333,-37.021191,-37.021191
29.3,29.916129,5.000323,-37.021191,-38.309249
69.8,28.606667,4.452,-38.309249,-37.562181
36.5,28.245161,4.939032,-37.562181,-37.34647
14,28.651613,5.427097,-37.34647,-36.857997
